Fecha,Territorio,nombre.corto,provincia,Edad,Sexo,Casos
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 30 a 44 años,Hombres,16
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 30 a 44 años,Mujeres,19
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 45 a 64 años,Ambos sexos,83
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 45 a 64 años,Hombres,44
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 45 a 64 años,Mujeres,39
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 65 a 84 años,Ambos sexos,54
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 65 a 84 años,Hombres,34
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 65 a 84 años,Mujeres,20
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 85 y más años,Ambos sexos,13
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 85 y más años,Hombres,4
2020-04-19,Valle del Guadalhorce,Valle Guadalhorce,Málaga,De 85 y más años,Mujeres,9
2020-04-19,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,439
2020-04-19,Aljarafe,Aljarafe,Sevilla,TOTAL,Hombres,179
2020-04-19,Aljarafe,Aljarafe,Sevilla,TOTAL,Mujeres,260
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 0 a 14 años,Ambos sexos,2
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 0 a 14 años,Hombres,1
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 0 a 14 años,Mujeres,1
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 15 a 29 años,Ambos sexos,30
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 15 a 29 años,Hombres,12
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 15 a 29 años,Mujeres,18
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 30 a 44 años,Ambos sexos,78
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 30 a 44 años,Hombres,32
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 30 a 44 años,Mujeres,46
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 45 a 64 años,Ambos sexos,144
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 45 a 64 años,Hombres,81
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 45 a 64 años,Mujeres,63
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 65 a 84 años,Ambos sexos,105
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 65 a 84 años,Hombres,43
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 65 a 84 años,Mujeres,62
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 85 y más años,Ambos sexos,80
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 85 y más años,Hombres,10
2020-04-19,Aljarafe,Aljarafe,Sevilla,De 85 y más años,Mujeres,70
2020-04-19,Sevilla,Sevilla,Sevilla,TOTAL,Ambos sexos,1134
2020-04-19,Sevilla,Sevilla,Sevilla,TOTAL,Hombres,481
2020-04-19,Sevilla,Sevilla,Sevilla,TOTAL,Mujeres,653
2020-04-19,Sevilla,Sevilla,Sevilla,De 0 a 14 años,Ambos sexos,3
2020-04-19,Sevilla,Sevilla,Sevilla,De 0 a 14 años,Hombres,2
2020-04-19,Sevilla,Sevilla,Sevilla,De 0 a 14 años,Mujeres,1
2020-04-19,Sevilla,Sevilla,Sevilla,De 15 a 29 años,Ambos sexos,78
2020-04-19,Sevilla,Sevilla,Sevilla,De 15 a 29 años,Hombres,25
2020-04-19,Sevilla,Sevilla,Sevilla,De 15 a 29 años,Mujeres,53
2020-04-19,Sevilla,Sevilla,Sevilla,De 30 a 44 años,Ambos sexos,217
2020-04-19,Sevilla,Sevilla,Sevilla,De 30 a 44 años,Hombres,96
2020-04-19,Sevilla,Sevilla,Sevilla,De 30 a 44 años,Mujeres,121
2020-04-19,Sevilla,Sevilla,Sevilla,De 45 a 64 años,Ambos sexos,369
2020-04-19,Sevilla,Sevilla,Sevilla,De 45 a 64 años,Hombres,187
2020-04-19,Sevilla,Sevilla,Sevilla,De 45 a 64 años,Mujeres,182
2020-04-19,Sevilla,Sevilla,Sevilla,De 65 a 84 años,Ambos sexos,276
2020-04-19,Sevilla,Sevilla,Sevilla,De 65 a 84 años,Hombres,134
2020-04-19,Sevilla,Sevilla,Sevilla,De 65 a 84 años,Mujeres,142
2020-04-19,Sevilla,Sevilla,Sevilla,De 85 y más años,Ambos sexos,191
2020-04-19,Sevilla,Sevilla,Sevilla,De 85 y más años,Hombres,37
2020-04-19,Sevilla,Sevilla,Sevilla,De 85 y más años,Mujeres,154
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,126
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Hombres,65
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Mujeres,61
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 15 a 29 años,Ambos sexos,8
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 15 a 29 años,Hombres,2
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 15 a 29 años,Mujeres,6
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 30 a 44 años,Ambos sexos,15
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 30 a 44 años,Hombres,7
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 30 a 44 años,Mujeres,8
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 45 a 64 años,Ambos sexos,49
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 45 a 64 años,Hombres,20
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 45 a 64 años,Mujeres,29
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 65 a 84 años,Ambos sexos,47
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 65 a 84 años,Hombres,32
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 65 a 84 años,Mujeres,15
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 85 y más años,Ambos sexos,7
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 85 y más años,Hombres,4
2020-04-19,Sevilla Este,Sevilla Este,Sevilla,De 85 y más años,Mujeres,3
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,184
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Hombres,86
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Mujeres,98
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 15 a 29 años,Ambos sexos,14
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 15 a 29 años,Hombres,6
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 15 a 29 años,Mujeres,8
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 30 a 44 años,Ambos sexos,50
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 30 a 44 años,Hombres,25
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 30 a 44 años,Mujeres,25
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 45 a 64 años,Ambos sexos,60
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 45 a 64 años,Hombres,26
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 45 a 64 años,Mujeres,34
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 65 a 84 años,Ambos sexos,45
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 65 a 84 años,Hombres,23
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 65 a 84 años,Mujeres,22
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 85 y más años,Ambos sexos,15
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 85 y más años,Hombres,6
2020-04-19,Sevilla Norte,Sevilla Norte,Sevilla,De 85 y más años,Mujeres,9
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,462
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Hombres,185
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Mujeres,277
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 0 a 14 años,Ambos sexos,1
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 0 a 14 años,Hombres,1
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 0 a 14 años,Mujeres,NA
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 15 a 29 años,Ambos sexos,20
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 15 a 29 años,Hombres,4
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 15 a 29 años,Mujeres,16
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 30 a 44 años,Ambos sexos,87
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 30 a 44 años,Hombres,29
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 30 a 44 años,Mujeres,58
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 45 a 64 años,Ambos sexos,165
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 45 a 64 años,Hombres,71
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 45 a 64 años,Mujeres,94
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 65 a 84 años,Ambos sexos,128
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 65 a 84 años,Hombres,54
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 65 a 84 años,Mujeres,74
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 85 y más años,Ambos sexos,61
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 85 y más años,Hombres,26
2020-04-19,Sevilla Sur,Sevilla Sur,Sevilla,De 85 y más años,Mujeres,35
2020-04-20,Almería,Almería,Almería,TOTAL,Ambos sexos,197
2020-04-20,Almería,Almería,Almería,TOTAL,Hombres,102
2020-04-20,Almería,Almería,Almería,TOTAL,Mujeres,95
2020-04-20,Almería,Almería,Almería,De 15 a 29 años,Ambos sexos,18
2020-04-20,Almería,Almería,Almería,De 15 a 29 años,Hombres,13
2020-04-20,Almería,Almería,Almería,De 15 a 29 años,Mujeres,5
2020-04-20,Almería,Almería,Almería,De 30 a 44 años,Ambos sexos,39
2020-04-20,Almería,Almería,Almería,De 30 a 44 años,Hombres,19
2020-04-20,Almería,Almería,Almería,De 30 a 44 años,Mujeres,20
2020-04-20,Almería,Almería,Almería,De 45 a 64 años,Ambos sexos,55
2020-04-20,Almería,Almería,Almería,De 45 a 64 años,Hombres,25
2020-04-20,Almería,Almería,Almería,De 45 a 64 años,Mujeres,30
2020-04-20,Almería,Almería,Almería,De 65 a 84 años,Ambos sexos,51
2020-04-20,Almería,Almería,Almería,De 65 a 84 años,Hombres,29
2020-04-20,Almería,Almería,Almería,De 65 a 84 años,Mujeres,22
2020-04-20,Almería,Almería,Almería,De 85 y más años,Ambos sexos,34
2020-04-20,Almería,Almería,Almería,De 85 y más años,Hombres,16
2020-04-20,Almería,Almería,Almería,De 85 y más años,Mujeres,18
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,82
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Hombres,46
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Mujeres,36
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 15 a 29 años,Ambos sexos,6
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 15 a 29 años,Hombres,2
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 15 a 29 años,Mujeres,4
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 30 a 44 años,Ambos sexos,10
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 30 a 44 años,Hombres,5
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 30 a 44 años,Mujeres,5
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 45 a 64 años,Ambos sexos,29
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 45 a 64 años,Hombres,17
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 45 a 64 años,Mujeres,12
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 65 a 84 años,Ambos sexos,31
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 65 a 84 años,Hombres,17
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 65 a 84 años,Mujeres,14
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 85 y más años,Ambos sexos,6
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 85 y más años,Hombres,5
2020-04-20,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 85 y más años,Mujeres,1
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,187
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Hombres,77
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Mujeres,110
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 15 a 29 años,Ambos sexos,14
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 15 a 29 años,Hombres,3
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 15 a 29 años,Mujeres,11
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 30 a 44 años,Ambos sexos,37
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 30 a 44 años,Hombres,19
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 30 a 44 años,Mujeres,18
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 45 a 64 años,Ambos sexos,54
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 45 a 64 años,Hombres,25
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 45 a 64 años,Mujeres,29
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 65 a 84 años,Ambos sexos,60
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 65 a 84 años,Hombres,25
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 65 a 84 años,Mujeres,35
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 85 y más años,Ambos sexos,22
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 85 y más años,Hombres,5
2020-04-20,Poniente de Almería,Almeria Poniente,Almería,De 85 y más años,Mujeres,17
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,497
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Hombres,202
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Mujeres,295
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 15 a 29 años,Ambos sexos,24
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 15 a 29 años,Hombres,8
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 15 a 29 años,Mujeres,16
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 30 a 44 años,Ambos sexos,75
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 30 a 44 años,Hombres,29
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 30 a 44 años,Mujeres,46
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 45 a 64 años,Ambos sexos,197
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 45 a 64 años,Hombres,84
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 45 a 64 años,Mujeres,113
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 65 a 84 años,Ambos sexos,136
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 65 a 84 años,Hombres,66
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 65 a 84 años,Mujeres,70
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 85 y más años,Ambos sexos,65
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 85 y más años,Hombres,15
2020-04-20,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,De 85 y más años,Mujeres,50
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,197
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Hombres,95
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Mujeres,102
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 0 a 14 años,Ambos sexos,1
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 0 a 14 años,Hombres,1
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 0 a 14 años,Mujeres,NA
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 15 a 29 años,Ambos sexos,8
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 15 a 29 años,Hombres,2
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 15 a 29 años,Mujeres,6
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 30 a 44 años,Ambos sexos,33
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 30 a 44 años,Hombres,12
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 30 a 44 años,Mujeres,21
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 45 a 64 años,Ambos sexos,89
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 45 a 64 años,Hombres,43
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 45 a 64 años,Mujeres,46
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 65 a 84 años,Ambos sexos,50
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 65 a 84 años,Hombres,33
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 65 a 84 años,Mujeres,17
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 85 y más años,Ambos sexos,16
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 85 y más años,Hombres,4
2020-04-20,Campo de Gibraltar,Campo Gibraltar,Cádiz,De 85 y más años,Mujeres,12
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,314
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Hombres,144
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Mujeres,170
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 15 a 29 años,Ambos sexos,15
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 15 a 29 años,Hombres,7
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 15 a 29 años,Mujeres,8
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 30 a 44 años,Ambos sexos,45
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 30 a 44 años,Hombres,22
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 30 a 44 años,Mujeres,23
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 45 a 64 años,Ambos sexos,135
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 45 a 64 años,Hombres,63
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 45 a 64 años,Mujeres,72
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 65 a 84 años,Ambos sexos,86
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 65 a 84 años,Hombres,41
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 65 a 84 años,Mujeres,45
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 85 y más años,Ambos sexos,33
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 85 y más años,Hombres,11
2020-04-20,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,De 85 y más años,Mujeres,22
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,153
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Hombres,66
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Mujeres,87
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 15 a 29 años,Ambos sexos,8
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 15 a 29 años,Hombres,4
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 15 a 29 años,Mujeres,4
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 30 a 44 años,Ambos sexos,20
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 30 a 44 años,Hombres,5
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 30 a 44 años,Mujeres,15
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 45 a 64 años,Ambos sexos,33
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 45 a 64 años,Hombres,13
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 45 a 64 años,Mujeres,20
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 65 a 84 años,Ambos sexos,54
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 65 a 84 años,Hombres,30
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 65 a 84 años,Mujeres,24
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 85 y más años,Ambos sexos,38
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 85 y más años,Hombres,14
2020-04-20,Sierra de Cádiz,Sierra Cádiz,Cádiz,De 85 y más años,Mujeres,24
2020-04-20,Córdoba,Córdoba,Córdoba,TOTAL,Ambos sexos,581
2020-04-20,Córdoba,Córdoba,Córdoba,TOTAL,Hombres,240
2020-04-20,Córdoba,Córdoba,Córdoba,TOTAL,Mujeres,341
2020-04-20,Córdoba,Córdoba,Córdoba,De 0 a 14 años,Ambos sexos,1
2020-04-20,Córdoba,Córdoba,Córdoba,De 0 a 14 años,Hombres,NA
2020-04-20,Córdoba,Córdoba,Córdoba,De 0 a 14 años,Mujeres,1
2020-04-20,Córdoba,Córdoba,Córdoba,De 15 a 29 años,Ambos sexos,42
2020-04-20,Córdoba,Córdoba,Córdoba,De 15 a 29 años,Hombres,14
2020-04-20,Córdoba,Córdoba,Córdoba,De 15 a 29 años,Mujeres,28
2020-04-20,Córdoba,Córdoba,Córdoba,De 30 a 44 años,Ambos sexos,98
2020-04-20,Córdoba,Córdoba,Córdoba,De 30 a 44 años,Hombres,54
2020-04-20,Córdoba,Córdoba,Córdoba,De 30 a 44 años,Mujeres,44
2020-04-20,Córdoba,Córdoba,Córdoba,De 45 a 64 años,Ambos sexos,234
2020-04-20,Córdoba,Córdoba,Córdoba,De 45 a 64 años,Hombres,93
2020-04-20,Córdoba,Córdoba,Córdoba,De 45 a 64 años,Mujeres,141
2020-04-20,Córdoba,Córdoba,Córdoba,De 65 a 84 años,Ambos sexos,136
2020-04-20,Córdoba,Córdoba,Córdoba,De 65 a 84 años,Hombres,59
2020-04-20,Córdoba,Córdoba,Córdoba,De 65 a 84 años,Mujeres,77
2020-04-20,Córdoba,Córdoba,Córdoba,De 85 y más años,Ambos sexos,70
2020-04-20,Córdoba,Córdoba,Córdoba,De 85 y más años,Hombres,20
2020-04-20,Córdoba,Córdoba,Córdoba,De 85 y más años,Mujeres,50
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,196
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Hombres,72
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Mujeres,124
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Ambos sexos,9
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Hombres,3
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Mujeres,6
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Ambos sexos,21
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Hombres,3
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Mujeres,18
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Ambos sexos,44
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Hombres,17
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Mujeres,27
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Ambos sexos,65
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Hombres,27
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Mujeres,38
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Ambos sexos,57
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Hombres,22
2020-04-20,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Mujeres,35
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,463
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Hombres,187
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Mujeres,276
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Ambos sexos,1
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Hombres,1
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Mujeres,NA
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Ambos sexos,17
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Hombres,5
2020-04-20,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Mujeres,12
